idx;nome_deputado;transcricao
98;Beto Pereira;O SR. BETO PEREIRA (Bloco/PSDB - MS. Sem revisão do orador.) - Nobre Deputado Luiz Lima, Presidente desta sessão, nobres pares, há 100 dias, subi a esta tribuna para chamar a atenção sobre a necessidade de termos, por parte do Governo Federal, a renegociação de dívidas de custeio para o setor produtivo do Brasil. As intempéries climáticas exigiram que o Ministério da Agricultura e Pecuária e o Ministério da Fazenda interviessem para buscar uma saída para os produtores brasileiros. Secas severas na região Centro-Sul, chuvas em abundância na Região Sul, diversas intempéries causaram isso. Hoje, essas negociações já não são suficientes, é preciso ainda mais. É notório que hoje no País se faça uma nova securitização, com juros mais baixos, com prazos mais alongados. Os produtores, o setor produtivo, a agricultura e a pecuária deste País pedem socorro. E o que nós observamos é que o Governo não entende, não enxerga isso e rema na contramão de tudo aquilo que é anseio do setor produtivo. Nós vimos aqui, de forma rasteira, o Governo insistir na volta da oneração da folha de pagamento. E agora, por último, algo deixou apavorado todo o setor produtivo no Brasil, seja ele industrial, seja ele comercial, seja ele lá na ponta, na agricultura: a Medida Provisória nº 1.227, de 2024. É um verdadeiro escárnio o que nós estamos vivendo nesta MP que foi editada pela Presidência da República. Ora, os créditos do Governo, créditos de PIS e COFINS, não poderão mais ser utilizados para o pagamento do Imposto de Renda neste País?! O setor de exportação, que se credita a todo momento de PIS e COFINS, que tem estes créditos e precisa apurá-los, de que forma o fará? Nós temos, neste Congresso Nacional, uma responsabilidade muito grande. Como Casa que recepciona esta medida provisória, o Senado Federal tem, ainda, a oportunidade de devolver imediatamente a MP 1.227/24 para o Executivo. Esta manifestação tem que ser imediata. Porém, caso o Senado não entenda que esta medida deve imediatamente ser devolvida, nós teremos que, no Plenário, enfrentá-la e derrubá-la. Não é possível convivermos com medidas que arrocham, medidas que apertam cada vez mais o setor produtivo deste País. Sr. Presidente, quem vai pagar esta conta? Quem vai pagar a conta será justamente o consumidor, porque os preços vão subir, a cadeia produtiva será prejudicada, e os empregos vão minguar. Nós não podemos, no Congresso Nacional, ser coniventes com tudo isso.
99;Alfredinho;"O SR. ALFREDINHO (Bloco/PT - SP. Sem revisão do orador.) - Presidenta Benedita, Srs. Deputados, Sras. Deputadas, fiquei uns dias afastado desta Casa porque eu estava com problema de saúde, mas fiquei participando a distância. Eu volto, e me surpreendo com o projeto pautado na tarde de hoje, o tal da dosimetria. Por que fui surpreendido? Porque o lado de lá, a direita radical, a direita conservadora, a ultradireita, sei lá, tenta passar a ideia de que o povo está preocupado com isso. O povo não está preocupado com isso. As ruas não estão pedindo para isentar golpistas de crimes cometidos contra a democracia. Não é isso que as ruas estão pedindo. As próprias pesquisas de opinião comprovam isso. Esta Casa, que é a Casa de Leis, a Casa que faz leis, é a Casa que mais descumpre leis. A todo momento se acha um jeito aqui de descumprir a lei, apresentando-se PECs ou projetos para livrar a cara de alguns. É bom lembrar aqui que criminosos cometeram atos contra a democracia, quebraram esta Casa, quebraram o STF, invadiram o Palácio do Planalto. Criminosos! E ainda tinham plano de matar, de assassinar o Presidente da República, o Vice-Presidente e Ministro do STF. Eu estava lendo aqui o parecer que o Relator vai apresentar, se tudo ocorrer conforme o desejo de todos hoje, e vi que é um ""liberou geral"". Criminoso que cumpriu 20% da pena ficará livre, criminoso que cumpriu 40% da pena ficará livre, sem contar as vantagens que podem ser acumuladas para redução da pena, como leitura de livros, realização de trabalho. Todo mundo vai estar na rua em pouco tempo. Isso é uma vergonha! É uma vergonha para esta Casa! É uma vergonha para o País! Criminosos estão sendo livrados de cumprir suas penas por conta da vontade de alguns Deputados desta Casa. Quantos inocentes estão presos neste País? Inocentes que não têm poder, que não têm recurso para contratar advogados  estou falando de inocentes  estão na cadeia, estão presos. Na verdade, o objetivo desse povo aqui não é salvar o coitadinho que, iludido, foi participar de um ato como aquele, sem saber por que estava lá. O objetivo desse povo aqui é salvar o principal criminoso, que é o ex-Presidente Jair Bolsonaro, o grande mentor desse golpe. É uma vergonha que, hoje, venhamos a discutir esse projeto apresentado a esta Casa."
100;Alberto Fraga;"O SR. ALBERTO FRAGA (PL - DF. Sem revisão do orador.) - Sr. Presidente, eu acho que todos já sabiam o que ia acontecer. Quando o Presidente Lula se elegeu, recebeu o País com 22 Ministérios. E, na sanha do PT de criar Ministérios, criou 39 Ministérios. Agora, atolado de dívida até o pescoço, não sabe o que fazer, já anunciou cortes na educação, já anunciou cortes na saúde. Mas eu quero aqui especialmente falar no corte do Ministério da Defesa. As Forças Armadas do Brasil já estão sucateadas há muito tempo; há muito tempo. Basta ver que o Presidente Lula já anunciou que quer comprar um novo ""Aerolula"". Os caças, os aviões que transportam os Ministros, todos já são ultrapassados. As Forças Armadas, o Exército Brasileiro está com o orçamento de 5 anos atrás. Está defasado. E aí o Presidente Lula, demonstrando um tipo de revanchismo, anuncia o corte de 6 bilhões do Ministério da Defesa, quer dizer, parece até que ele quer que a Venezuela invada o Brasil, o Peru, porque, dos exércitos da América do Sul, o pior que existe é o brasileiro. Ao invés de dar investimento, está fazendo cortes que vão prejudicar demais as Forças Armadas do nosso País. Por isso, Sr. Presidente, eu peço aqui que o Presidente Lula repense essa situação. Repense. Se vai cortar da educação, da saúde, porque também o orçamento lá é muito grande, mas da Defesa, não. E outra coisa, vai desmerecer o melhor Ministro que ele tem, que se chama José Múcio. É um desrespeito ao trabalho que José Múcio vem fazendo pelas Forças Armadas. Muito obrigado. Peço que meu pronunciamento seja divulgado no programa A Voz do Brasil e publicado nos Anais da Câmara."
101;Patrus Ananias;"O SR. PATRUS ANANIAS (Bloco/PT - MG. Sem revisão do orador.) - Deputado Pompeo de Mattos, Presidente; colegas Parlamentares; servidoras e servidores desta Casa e pessoas que estão sintonizadas conosco, eu tenho acompanhado a tragédia da Palestina através de uma televisão pública francesa, a France 24, que transmite em espanhol, que nos traz notícias da África e da América Latina e faz uma cobertura isenta da guerra, mostrando imagens e nos informando a cada dia os dados da chacina, do genocídio que está ocorrendo nos territórios da Palestina. São 29.313 mortos, sendo 10.600 crianças. Outras milhares de crianças perderam os pais e estão vivendo uma situação de abandono. Mais de 70 mil pessoas estão feridas, algumas com sequelas permanentes, para o resto da vida. Diante desse quadro, nós não podemos ser omissos, lembrando sempre a advertência de Jesus: ""Bem-aventurados os que promovem a paz"". Mas a construção da paz tem que se dar a partir de condições objetivas, concretas. O primeiro gesto agora é o Estado de Israel suspender as suas ações agressivas, as suas ações desumanas e genocidas sobre o território da Palestina. Quero dizer, colegas Parlamentares, que sou formado na tradição cristã católica, numa linha ecumênica, de abertura a outras tradições religiosas. Sou leitor da Bíblia, do Novo e do Antigo Testamento, e tenho um respeito enorme pelo povo judeu  o povo judeu dos profetas, o povo judeu que nos deu Jesus de Nazaré e, nos tempos mais recentes, o povo judeu que nos deu Marx, que nos deu Sigmund Freud. O povo judeu traz uma contribuição extraordinária à cultura humana. O nosso questionamento, o questionamento do Presidente Lula, não é com relação ao povo judeu; é com relação ao atual Governo de Israel, um governo de extrema direita, um governo ideológico, que vinha enfrentando uma oposição crescente porque queria ampliar os seus poderes, inclusive reduzindo os espaços do Poder Legislativo e do Poder Judiciário. Para concluir, quero deixar claro, então, que a nossa posição, a posição também do Presidente Lula, não é uma posição contra o povo judeu; é contra uma situação específica de um governo que vem violentando o povo palestino. Nós consideramos, sim, que foi um ato terrorista o ato praticado pelo Hamas. Eu concluo colocando para as nossas consciências: diante das imagens televisivas que, infelizmente, as nossas televisões não transmitem, mas a televisão francesa transmite, diante daqueles atos  bombardeio em hospitais, bombardeio em escolas, crianças mortas , nós podemos permanecer omissos? É essa a pergunta que fica. Aqui, mais uma vez, deixo o nosso compromisso com a paz, com a construção de uma sociedade justa, mas com o sentimento claro de que a paz não pode ser feita a partir do domínio da violência, não de um país ou de um povo, mas de um governo de Israel que não quer  e já tornou isso claro  o Estado da Palestina. Muito obrigado pela atenção, colegas Parlamentares."
102;Sâmia Bomfim;"A SRA. SÂMIA BOMFIM (PSOL - SP. Como Líder. Sem revisão da oradora.) - Presidente, quero saudar todo o povo brasileiro que tomou hoje as ruas de diversas cidades do País para barrar o golpismo, para denunciar os invasores, os financiadores, aqueles que são coniventes, aqueles que organizam o golpismo no Brasil. Isto me espanta muito. Há Deputados que dizem estar surpresos com o que aconteceu no último domingo. Quero saber onde estavam nos últimos 4 anos. Estavam dormindo? O Presidente da República aparelhou todas as instituições brasileiras para que esse momento acontecesse! Ele insuflou os seus seguidores para que esse dia chegasse, nos 4 anos em que esteve sentado na cadeira no Palácio do Planalto e, em especial, desde que perdeu as eleições para o Presidente Lula! Cito inclusive Parlamentares, como a Deputada que me antecedeu, essa que votou contra a intervenção federal. Não é à toa que ela é uma das indiciadas nos inquéritos dos atos antidemocráticos que estão em curso no Supremo Tribunal Federal, tocados pelo Ministro Alexandre de Moraes, que, corretamente, tem derrubado as contas desses fascistas, tem identificado e indiciado, cada vez mais, os responsáveis pela realização de atos antidemocráticos, pela tentativa de instaurar o golpismo no Brasil. Não se trata, Deputada, de minoria isolada ou de infiltrados no bolsonarismo que tocaram o terror no domingo, trata-se do bolsonarismo como um movimento orgânico e, infelizmente, capaz de mobilização golpista, que foi o que eles mostraram ser possível no último domingo. Ou não nos lembramos de que, no dia da diplomação do Presidente Lula, também houve uma quebradeira em Brasília e, naquele dia, nada foi feito à altura para punir aqueles arruaceiros que quiseram tumultuar a diplomação do Presidente Lula? Dissemos o seguinte desta tribuna: ""Estão esperando acontecer um 'Capitólio brasileiro'?"" Pois bem, aconteceu um ""Capitólio brasileiro"". Agora o Sr. Ibaneis foi retirado do cargo. E isso demorou a acontecer, porque, há muitos meses, vem sendo conivente com o golpismo instalado em frente ao QG do Exército. Ibaneis vem sendo conivente. Filho do Presidente da República, o Deputado Eduardo Bolsonaro, foi lá para se reunir com os líderes da invasão do Capitólio logo depois que aconteceu a invasão. A Deputada Carla Zambelli, há poucas semanas, usando dinheiro da Câmara, foi à Itália para se reunir com lideranças de extrema direita. Nas últimas semanas do ano passado, Deputados subiam à tribuna para estimular esses golpistas a fazer essas manifestações, a ir para cima do Supremo Tribunal Federal e do Congresso. Ninguém se lembra disso? Agora estão surpresos? Isso é resultado da conivência com o bolsonarismo nos últimos anos no País, do fato de que uma pilha de pedidos de impeachment está engavetada na mesa do Presidente da Câmara, da conivência do Procurador-Geral da República, que foi colocado no cargo para livrar a cara de Bolsonaro. E tem livrado. É disto que se trata, de conivência, infelizmente de inação de diversas autoridades políticas e de diversas instituições. É por isso que o povo brasileiro precisa seguir mobilizado. O Presidente Lula  justiça seja feita  fez um excelente pronunciamento ontem. Disse que não deve haver anistia. Não deve haver anistia mesmo, nem para Bolsonaro, nem para esses bolsonaristas, nem para os demais golpistas. Não pode haver anistia! O nosso País já sofreu muito devido a uma parca transição democrática, que não puniu aqueles que foram responsáveis por torturar, por cassar os direitos políticos e por fechar o Congresso Nacional. Espero que não estejamos dispostos a ver isso novamente. O que estamos esperando? Um levante armado? Eles são capazes disso, estão armados. Bolsonaro liberou armamento para essa turma toda. Milicianos estão envolvidos, agentes de segurança pública, nos diversos níveis, estão envolvidos. Inclusive, muitos deles, infelizmente, foram coniventes com isso, a mando de Anderson Torres, que precisa ser preso junto com Bolsonaro e sua turma. Precisamos, junto com o povo brasileiro, com os movimentos sociais, com as torcidas organizadas, que sempre deram um show de mobilização, e com todas e todos aqueles que estão indignados, seguir entoando que não pode haver anistia. É preciso dizer como as coisas são. Evidentemente, os que realizaram aqueles atos são terroristas, são golpistas, e são bolsonaristas. Não se dissociam os liderados de seu líder, aquele que se sentou na cadeira da Presidência da República para que esse momento finalmente acontecesse. O Presidente Lula foi eleito. As urnas deram o recado, o povo brasileiro deu o recado de que não tolera mais um Presidente autoritário, desumano, que, no auge da pandemia, ameaçou dar um golpe. É importante lembrar isso. Lula precisa governar, porque foi eleito para isso, e vai contar com toda a nossa luta e o nosso apoio para que siga adiante, o que não significa silêncio e conivência com o golpismo. O Ministro Múcio, que foi indicado pelo Presidente Lula, estava dizendo que aqueles atos eram democráticos, que aquelas pessoas eram capazes de fazer um diálogo. Viu-se o diálogo! Não dá para se ter conivência, não se tem diálogo com fascista, com aqueles que querem tocar o terror para levar adiante o golpismo no Brasil! Esse recado ficou muito claro no último domingo. É preciso dar uma resposta à altura, altiva. Nenhuma anistia para esses golpistas! Punição, prisão para todos eles, em especial para o principal líder deles, que é o Sr. Jair Bolsonaro!"
103;Evair Vieira de Melo;"O SR. EVAIR VIEIRA DE MELO (Bloco/PP - ES. Pela ordem. Sem revisão do orador.) - Sr. Presidente Alberto Fraga, mais uma vergonha para a nossa República patrocinada pelo Supremo Tribunal Federal: o Ministro Dias Toffoli acaba de reconhecer um benefício ao Sr. Alberto Youssef, na mesma linha que ele segue da anulação decorrente da Lava-Jato. Dias Toffoli diz: ""Autorizo o deferimento da medida. Em face do exposto, declaro a nulidade absoluta de todos os atos praticados em desfavor dele no âmbito dos procedimentos vinculados à Operação Lava-Jato"". Portanto, o Supremo Tribunal Federal, mais uma vez, reconhece que neste País roubar dá vantagem, que é bonito roubar e ser bandido. Alberto Youssef, o doleiro que todos nós conhecemos  estive com ele em CPI , reconheceu as operações ilegais. Ele falou sobre as operações de câmbio que ele fez, mas o STF diz: ""Não, você não fez"". Então, é mais um Barrabás absolvido pelo STF, pelo Sr. Ministro Dias Toffoli, e, claro, com a conivência do Governo Lula."
104;Delegada Adriana Accorsi;"A SRA. DELEGADA ADRIANA ACCORSI (Bloco/PT - GO. Sem revisão da oradora.) - Muito obrigada, Sr. Presidente. Mais uma vez, quero saudar a decisão de passarmos esta semana debatendo importantes projetos de lei para a segurança pública. Mas, é muito triste chegar aqui e presenciar uma Deputada dizer que pessoas com transtornos mentais são perigosas, presenciar um Deputado comparando chefe de crime organizado com pessoas portadoras de transtornos mentais. Isso é lamentável, é irresponsável, é desumano para com as pessoas portadoras de transtornos, pessoas doentes. Nós precisaríamos estar discutindo a saúde mental nos Municípios, nos Estados, onde as pessoas pudessem ter acesso a esse tratamento, como aprovamos aqui as políticas de saúde mental para as trabalhadoras e trabalhadores de segurança. Hoje, nós temos em funcionamento no Brasil um sistema de saúde mental em que as pessoas que, em razão dos seus transtornos, oferecem periculosidade, estão internadas, são examinadas anualmente para que recebam o tratamento adequado. E as outras pessoas que têm transtornos mas que não são perigosas, como a grande maioria, têm direito ao tratamento ambulatorial, a estar com as suas famílias, a serem cuidadas com dignidade. Dizer aqui que uma pessoa com transtorno mental que comete qualquer situação considerada análoga a um delito deva ficar 20 anos esquecida, Deputada Erika, em um manicômio, sendo que somente de 3 em 3 anos ela será examinada novamente, é uma barbárie que estão querendo fazer. Nós somos um país que avança, que se desenvolve com humanidade, com inteligência, modernizando os procedimentos e os tratamentos para as pessoas. Essa resolução do CNJ não está sendo cumprida, tanto é que o Vampiro de Niterói está devidamente internado; o Champinha está internado; o rapaz de Goiânia, que, infelizmente, sob transtorno, surto psiquiátrico, assassinou a própria mãe, está internado. O Ministério da Saúde está fazendo um trabalho e vai apresentar uma proposta de transição para cuidar dessas pessoas devidamente e, principalmente, para proteger a sociedade. Então, nós não temos que vir aqui e, em vez de modernizar os processos, trazer um projeto que visa a um retrocesso para uma situação anterior a de um projeto que nós aprovamos aqui no Congresso Nacional. A reforma psiquiátrica, Sr. Presidente, foi debatida nesta Casa por 12 anos, com responsabilidade, com seriedade, pelos que nos antecederam aqui. É por isso que é uma reforma psiquiátrica séria, responsável, e que funciona. É por isso que essas pessoas estão internadas hoje e estão sendo devidamente tratadas. Obrigada, Sr. Presidente."
105;Leo Prates;"O SR. LEO PRATES (Bloco/PDT - BA. Como Líder. Sem revisão do orador.) - Sra. Presidente, eu quero dizer do meu orgulho de hoje ser presidido por V.Exa., no mês das mulheres, uma mulher negra batalhadora, guerreira, ex-Governadora, alguém que muito orgulha esta Casa. Sras. e Srs. Parlamentares, venho a esta tribuna tratar de um tema que há anos tem afetado a saúde dos brasileiros, algo que chegou a uma situação insustentável. O Brasil chegou à trágica marca de 1 milhão de casos de dengue. Desde janeiro, foram confirmadas 214 mortes, e mais de 600 casos seguem em investigação. Por causa da dengue, 9 Estados já decretaram estado de emergência em saúde, inclusive o Estado de São Paulo. As curvas de crescimento da doença continuam acima do normal para o período, em relação aos eventos de outros anos. Eu quero lembrar que o pico da dengue normalmente se dá no fim de março e no início de abril. Eu pergunto até quando vamos assistir passivamente a esta situação, que se repete anualmente e está longe de ter fim. Até quando vamos normalizar o fato de pessoas morrerem ou sofrerem os sintomas severos desta doença, como se fosse uma breve temporada que logo passará? Chega um momento em que precisamos encarar os fatos como eles são. A dengue não apenas é uma gripe mais forte: é uma doença que alcançou números epidêmicos; é uma doença que mata, que faz sofrer e que nos deixa em estado de extrema vulnerabilidade. Creio que chegou a hora de adotarmos um pacto nacional para erradicarmos esta doença por meio de todos os instrumentos possíveis nesta grande batalha. É claro que eu reconheço os esforços do Governo Federal e dos demais entes públicos, Estados e Municípios, no combate à dengue, mas nós precisamos pensar num grande plano para erradicarmos a doença em todo o País. Para isso, a ciência já nos deu algumas soluções. Embora o controle dos vetores seja uma tarefa difícil, multifatorial e complexa  o principal deles é o mosquito , já há novas tecnologias que tratam do controle das populações de mosquitos vetores da dengue e de outras doenças. Muitas estratégias inovadoras para o combate do Aedes aegypti vêm sendo propostas por especialistas e pesquisadores. Entre elas, pode-se relacionar algumas com êxito, após instituídas na prática em Municípios, como foi feito, para meu orgulho e o orgulho do Deputado Pompeo de Mattos, na cidade de Niterói, Rio de Janeiro, governada há muito tempo e liderada pelo ex-Prefeito Rodrigo Neves, onde a Prefeitura, comandada por este grande partido, o PDT, reduziu a quase zero o número de casos de dengue, por meio deste método. Entre as ações, destacam-se os mosquitos geneticamente manipulados e os biologicamente manipulados, por meio do método Wolbachia. Suas aplicações limitam a reprodução ou reduzem a sobrevida dos mosquitos, além de substituírem as populações por mosquitos resistentes a infecções virais. Há ainda estratégias autolimitantes, Sra. Presidente. Elas implicam a liberação abundante e repentina de mosquitos para manter o fluxo da mudança genética na população tratada. É reversível quando a liberação cessa e as estratégias autossustentáveis propõem a liberação repetida e suficiente de populações de mosquitos modificados, para que estes se estabeleçam como população dominante, ou seja, para que haja uma substituição planejada e, assim, possam persistir na população, razão pela qual pode haver riscos imprevistos. Ainda podemos citar como novas tecnologias os drones, para identificarem, em locais de difícil acesso, os focos do mosquito. A Bahia  quero, mesmo como adversário, parabenizar a Secretária de Saúde do Estado da Bahia, Roberta Santana  recentemente tem utilizado esta ferramenta para auxiliar no controle do vetor. Além disso, há a possibilidade do uso de drones para a pulverização de inseticida nos terrenos e nos imóveis abandonados da cidade de São Paulo. O que não falta, Sra. Presidente, são iniciativas científicas. Nossa FIOCRUZ, que foi presidida pela Ministra Nísia Trindade, de quem muito me orgulho pelo trabalho pioneiro no combate e nos estudos da dengue, faz seu incansável papel, Deputada Alice Portugal, nos Estados e nos Municípios para reduzir os efeitos da doença. Porém, é preciso que os gestores públicos abracem esta causa urgentemente e vislumbrem não apenas as épocas de pico da doença, como esta em que estamos agora, mas também a longo prazo, investindo em medidas que resultem na erradicação da doença. Não podemos nos esquecer de investir na educação ambiental da nossa população, para que esta, de fato, entenda a necessidade de cumprir exigências sanitárias como eliminar água parada, entre outras medidas, como forma de ajudar a combater a proliferação dos mosquitos e dos vetores. Quero lembrar, mais uma vez, que a dengue não é uma simples gripe. Nós tivemos, há poucos anos, a proliferação da zika, que trouxe sofrimento a várias mamães de crianças com a microcefalia, e que hoje, além da perda de qualidade de vida de várias crianças, Sra. Presidente Benedita da Silva, traz ao SUS um peso muito maior para o tratamento permanente destas crianças, que deve ser oferecido pelo Estado, mas que poderia, sim, ter sido prevenido com a erradicação dos mosquitos. Nós, nesta Casa, temos a tarefa de revisar as normas epidemiológicas com os agentes públicos, que poderão nos orientar a apresentar projetos mais elaborados, de acordo com as demandas atuais da saúde pública. A dispersão geográfica da dengue, de 1970 até hoje, revela que os programas de controle apresentam efetividade limitada quando se trata de conter a expansão da doença. Como falei há pouco, a recente introdução do vírus da chikungunya e da zika e a rápida dispersão destas pelo continente também foram evidentes para mostrar que os programas não estão respondendo com a agilidade e a eficácia necessárias. Precisamos espalhar o espírito republicano para que gestores públicos de todo o País exterminem este quadro epidemiológico que assombra várias famílias. Eu quero, Sra. Presidente, dizer que nós não podemos deixar que mais mortes ocorram, quando as ferramentas para combatermos a dengue estão aí. Eu quero dizer ao colega que me antecedeu  Deputado Gilson Daniel, eu lhe agradeço a gentileza  que a saúde coletiva está acima de qualquer tipo de defesa, porque a defesa da vida deve ser a primeira defesa. Eu quero me manifestar, como vários colegas fizeram, em defesa da vida, para que a vacina seja obrigatória. Por quê? O Brasil é um país pobre e tem um sistema de saúde que não aguenta ficar sobrecarregado. Eu sou engenheiro de formação, Sra. Presidente, e quero dizer que a palavra ""sistema"" quer dizer existência de uma capacidade. Se nós podemos evitar pacientes com dengue, devemos evitar, para podermos tratar, nos hospitais gerais, outras doenças, como o câncer  inclusive, já foi aprovado nesta Casa um projeto robusto em defesa do paciente do câncer , o infarto. O sistema tem uma capacidade. Se ele estiver sobrecarregado, a própria falta de atendimento matará várias pessoas. Por isso, em defesa da vida e em defesa da vacina, sobretudo, para que as pessoas possam ter qualidade de vida e direito à vida, Sra. Presidente, eu continuo defendendo a prevenção, a ação e a atuação permanente do Estado, inclusive obrigando a vacinação, que salva vidas. Para quem disse aqui que a vacina tem efeito duvidoso, eu pego as palavras de um Deputado da Comissão de Saúde que era contra a vacina, Deputada Alice. Ele disse: ""A vacina contra a COVID não salva vidas. Ela diminui a disseminação"". Eu quero usar as palavras dele para concluir a minha fala. Ora, se eu diminuo a disseminação, eu possibilito que o sistema tenha mais tempo para atender os pacientes que mais precisam. Por exemplo, se um caixa de banco atende dois clientes por hora e eu consigo fazer com que ele atenda um cliente por hora, significa que eu aumentei a capacidade de atendimento. Então, a resposta a esses nobres colegas é: a própria diminuição da disseminação já salva vidas, porque aumenta a capacidade do sistema. Em defesa da vida! Em defesa do Brasil! Peço a inserção do meu discurso em todos os canais de comunicação desta Casa. Muito obrigado, Sra. Presidente."
106;Dandara;"A SRA. DANDARA (Bloco/PT - MG. Pela ordem. Sem revisão da oradora.) - Presidenta, este é um projeto muito importante para as mulheres. Ele vai assegurar que, durante o período menstrual, a mulher tenha direito a até 2 dias de licença de trabalho, desde que comprove com laudo médico que os sintomas que ela tem a incapacitam para a função. Para muitas mulheres, os sintomas não são leves, pelo contrário: dor de cabeça, náusea, fluxo intenso nos primeiros dias. Quem tem a argumentação de que a licença vai prejudicar o rendimento do trabalho, no mínimo, no mínimo, deveria refletir um pouco mais, porque, com a mulher tendo o direito de se afastar por até 2 dias por mês, isso vai aumentar a produtividade dela. Ela vai conseguir se recuperar e voltar bem para o ambiente de trabalho. Tem-se que romper com essa lógica de que, se ela não está lá trabalhando no dia, o trabalho não está rendendo. Pelo contrário. Por isso, Presidente, para garantir esse direito às mulheres que têm, hoje, necessidade de se afastarem do trabalho durante o período menstrual, que sofrem com cólicas intensas, com náuseas, o Governo está orientando ""sim"" a esta matéria, ""sim"" a esta urgência, que é muito importante. Eu queria pedir aos homens presentes neste plenário que tenham solidariedade e empatia. Menstruar não é uma coisa simples. Para muitas mulheres, significa ainda muita dor e muito sofrimento. Assegurar até 2 dias por mês é o mínimo que nós podemos fazer. Por isso, o Governo orienta ""sim"", Presidente."
107;Gilson Marques;"O SR. GILSON MARQUES (NOVO - SC. Pela ordem. Sem revisão do orador.) - Presidente, na verdade, a confusão com relação à vacina é evidente. Nós defendemos a liberdade: quer tomar a vacina, tome; não quer tomar a vacina, não tome. É exatamente a mesma coisa agora, sobre essa pesquisa: quer fazer parte, assine o consentimento; não quer fazer parte, não assine. A incoerência está no fato de que algumas coisas têm que ser obrigatórias e outras coisas não podem ser obrigatórias. Essa é a incoerência. A Minoria, defendendo a liberdade  aliás, meu corpo, minhas regras , vota ""não""."
108;Filipe Barros;"O SR. FILIPE BARROS (PL - PR. Pela ordem. Sem revisão do orador.) - Sr. Presidente, vejam só como as fake news fazem mal para a democracia brasileira: a Deputada que me antecedeu acaba de dizer da tribuna da Câmara dos Deputados uma mentira, uma fake news. Essa notícia que ela relata, de que supostamente o desemprego seria menor, é relativa a 2022, Deputada! Na verdade, neste breve e infeliz momento que estamos vivendo no Brasil, com o ""Lularápio"" na Presidência da República, nós tivemos um aumento do desemprego: 1 milhão de pessoas estão agora, por conta do Lula, desempregadas. É fake news! Nós vamos, inclusive, acionar a AGU  Advocacia-Geral da União, que criou o departamento de fake news, e vamos acionar o Ministro da Justiça, que criou o ministério da verdade. Meu colega Deputado Orlando Silva, Relator do PL da censura, também espero providências em decorrência dessa grande fake news divulgada da tribuna da Câmara dos Deputados. Afinal de contas, nós estamos vendo o que esse Governo está fazendo. Está aumentando impostos, aumentando o gasto público, aumentando inclusive ministérios, cargos em comissão, fazendo tudo aquilo cujo resultado nós já sabemos: vai aumentar a inflação, e eles vão culpabilizar o Banco Central, porque aumentou os juros para controlar a inflação. Esse é o Governo do ódio, é o Governo da vingança. O Lula está cego  cego de ódio e cego de vingança. O Lula só sabe falar do Bolsonaro. Eu acho até, Deputado Marcon, que o Lula está apaixonado não pela Janja, mas por Jair Messias Bolsonaro. Ele deve sonhar com o Bolsonaro, porque só fala do Bolsonaro. Ele acorda, fala do Bolsonaro; ele vai almoçar, fala do Bolsonaro; ele vai jantar, fala do Bolsonaro. Alô, Janja, você deve estar com ciúmes, porque ele só fala do Bolsonaro. Esse é o Governo do ódio, Deputado Jordy. O ""Lularápio"" está governando com o fígado. Aliás, o fígado dele  sabemos que ele gosta de uma cachacinha  já não estava dos melhores. É por isto que o Governo não está andando, não está dando certo: porque ele está governando com o fígado, e o fígado dele já não estava lá aquelas coisas em decorrência do histórico de bebida que o ""Lularápio"" tem. Obrigado, Sr. Presidente."
109;Danilo Forte;O SR. DANILO FORTE (UNIÃO - CE. Pela ordem. Sem revisão do orador.) - Obrigado, Presidente Marcos Pereira. Para mim, é um prazer muito grande trabalhar sob o seu comando. Quero aproveitar o momento para agradecer a todas as Sras. e todos os Srs. Deputados que participaram desse debate. Todo mundo sabe que eu sou do diálogo, do debate. Esta Casa cresce no debate civilizado, na compreensão inclusive das contradições. Aqui temos a obrigação de representá-la e defendê-la, sob seus pontos de vista e suas ideologias, mas sempre focados na solução dos problemas. Este é o Congresso Nacional que contribui para o Brasil. Este é o Congresso Nacional que contribui para a solução dos nossos problemas. Fortalecer as nossas empresas na competitividade internacional é fortalecer o Brasil na sua economia, na sua geração de riqueza, na sua geração de emprego e, ao mesmo tempo, responder exatamente àqueles que torcem contra o Brasil. Vamos simplificar os tributos, vamos avançar na direção da reforma tributária, porque o povo brasileiro, como todos disseram aqui, precisa urgentemente dela. O Brasil não pode mais padecer na agonia de ser um dos países que mais perseguem e impedem o crescimento econômico. Somos ricos em minerais, somos ricos em capacidade intelectual, somos ricos em desenvolvimento humano. Agora precisamos harmonizar esse capital humano com o capital capaz de gerar riqueza para todos os brasileiros. É assim que nós vamos diminuir a pobreza e é assim que nós vamos dar ao Brasil uma nova dinâmica de crescimento. Muito obrigado, Sras. e Srs. Deputados.
